Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
11068,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 98",Marroquina,Moratalaz,40.409777696426,-3.650711027687,444788.755,4473443.378,CL_143_092
11069,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Pablo Neruda, 69",Palomeras Sureste,Puente de Vallecas,40.381672599692,-3.651127789873,444730.417,4470324.001,CS_134_013
11070,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Pablo Neruda, 69",Palomeras Sureste,Puente de Vallecas,40.381672599692,-3.651127789873,444730.417,4470324.001,CS_134_013
11071,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Gómeznarro, 59",Canillas,Hortaleza,40.460933806775,-3.650140749986,444878.934,4479121.337,CS_163_034
11072,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Gómeznarro, 59",Canillas,Hortaleza,40.460933806775,-3.650140749986,444878.934,4479121.337,CS_163_034
11073,Restos,Restos,R 2750 CL,Carga lateral,2,"Avenida Doctor García Tapia, 118",Marroquina,Moratalaz,40.412096697874,-3.648158429645,445007.226,4473699.194,CL_143_079
11074,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Avenida Doctor García Tapia, 118",Marroquina,Moratalaz,40.412096697874,-3.648158429645,445007.226,4473699.194,CL_143_079
11075,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Avenida Doctor García Tapia, 118",Marroquina,Moratalaz,40.412096697874,-3.648158429645,445007.226,4473699.194,CL_143_079
11076,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Marroquina, 41",Marroquina,Moratalaz,40.407574143252,-3.649242595986,444911.552,4473197.869,CL_143_054
11077,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Marroquina, 41",Marroquina,Moratalaz,40.407574143252,-3.649242595986,444911.552,4473197.869,CL_143_054
11078,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Marroquina, 41",Marroquina,Moratalaz,40.407574143252,-3.649242595986,444911.552,4473197.869,CL_143_054
11079,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Villalobos, 22",Palomeras Sureste,Puente de Vallecas,40.381429720923,-3.649617600905,444858.409,4470296.099,CS_134_024
11080,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Villalobos, 22",Palomeras Sureste,Puente de Vallecas,40.381429720923,-3.649617600905,444858.409,4470296.099,CS_134_024
11081,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Hernández de Tejada, 7",San Pascual,Ciudad Lineal,40.447090154338,-3.650966410616,444797.603,4477585.206,CS_155_034
11082,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Hernández de Tejada, 7",San Pascual,Ciudad Lineal,40.447090154338,-3.650966410616,444797.603,4477585.206,CS_155_034
11083,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Abarzuza, 1542",Pinar del Rey,Hortaleza,40.475952238453,-3.649378745312,444955.803,4480787.913,CS_164_034
11084,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Abarzuza, 1542",Pinar del Rey,Hortaleza,40.475952238453,-3.649378745312,444955.803,4480787.913,CS_164_034
11085,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Lago San Martín, 7",Portazgo,Puente de Vallecas,40.383171342035,-3.650637187643,444773.285,4470490.053,CL_135_115
11086,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Lago San Martín, 7",Portazgo,Puente de Vallecas,40.383171342035,-3.650637187643,444773.285,4470490.053,CL_135_115
11087,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Lago San Martín, 7",Portazgo,Puente de Vallecas,40.383171342035,-3.650637187643,444773.285,4470490.053,CL_135_115
11088,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle El Bosco, 20",Numancia,Puente de Vallecas,40.39995621662,-3.650179418201,444825.842,4472352.87,CS_136_012
11089,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle El Bosco, 20",Numancia,Puente de Vallecas,40.39995621662,-3.650179418201,444825.842,4472352.87,CS_136_012
11090,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Palomeras, 148",Portazgo,Puente de Vallecas,40.386076903929,-3.649218880177,444896.041,4470811.682,CL_135_102
11091,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Palomeras, 148",Portazgo,Puente de Vallecas,40.386076903929,-3.649218880177,444896.041,4470811.682,CL_135_102
11092,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Palomeras, 148",Portazgo,Puente de Vallecas,40.386076903929,-3.649218880177,444896.041,4470811.682,CL_135_102
11093,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Palomeras, 148",Portazgo,Puente de Vallecas,40.386076903929,-3.649218880177,444896.041,4470811.682,CL_135_102
11094,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Palomeras, 148",Portazgo,Puente de Vallecas,40.386076903929,-3.649218880177,444896.041,4470811.682,CL_135_102
11095,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Moratalaz, 127",Vinateros,Moratalaz,40.406408715349,-3.649301259939,444905.624,4473068.544,CS_146_006
11096,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Avenida Moratalaz, 127",Vinateros,Moratalaz,40.406408715349,-3.649301259939,444905.624,4473068.544,CS_146_006
11097,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Alcalde Henche de la Plata, 1",Valdefuentes,Hortaleza,40.48717170602,-3.649947939938,444916.727,4482033.636,CS_166_116
11098,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Alcalde Henche de la Plata, 1",Valdefuentes,Hortaleza,40.48717170602,-3.649947939938,444916.727,4482033.636,CS_166_116
11099,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Julián Hernández, 23",Piovera,Hortaleza,40.455193725861,-3.651300971542,444775.866,4478484.912,CL_162_017
11100,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Julián Hernández, 23",Piovera,Hortaleza,40.455193725861,-3.651300971542,444775.866,4478484.912,CL_162_017
11101,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Julián Hernández, 23",Piovera,Hortaleza,40.455193725861,-3.651300971542,444775.866,4478484.912,CL_162_017
11102,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Carlos Solé, 54",Portazgo,Puente de Vallecas,40.392008304442,-3.649674929958,444862.17,4471470.345,CL_135_043
11103,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Carlos Solé, 54",Portazgo,Puente de Vallecas,40.392008304442,-3.649674929958,444862.17,4471470.345,CL_135_043
11104,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Carlos Solé, 54",Portazgo,Puente de Vallecas,40.392008304442,-3.649674929958,444862.17,4471470.345,CL_135_043
11105,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Calle Sierra Faladora, 4",Portazgo,Puente de Vallecas,40.39076671176,-3.650867529368,444759.939,4471333.274,CS_135_065
11106,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Calle Sierra Faladora, 4",Portazgo,Puente de Vallecas,40.39076671176,-3.650867529368,444759.939,4471333.274,CS_135_065
11107,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Pegaso, 29",Canillas,Hortaleza,40.465440656379,-3.649537387149,444933.77,4479621.222,CS_163_028
11108,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Pegaso, 29",Canillas,Hortaleza,40.465440656379,-3.649537387149,444933.77,4479621.222,CS_163_028
11109,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Nápoles, 42",Canillas,Hortaleza,40.459921444674,-3.648977521575,444976.731,4479008.239,CS_163_009
11110,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Nápoles, 42",Canillas,Hortaleza,40.459921444674,-3.648977521575,444976.731,4479008.239,CS_163_009
11111,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Nápoles, 36",Canillas,Hortaleza,40.459848471448,-3.649670407163,444917.925,4479000.571,CL_163_053
11112,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Nápoles, 36",Canillas,Hortaleza,40.459848471448,-3.649670407163,444917.925,4479000.571,CL_163_053
11113,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Nápoles, 36",Canillas,Hortaleza,40.459848471448,-3.649670407163,444917.925,4479000.571,CL_163_053
11114,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Pintor Brenes, 16",Pinar del Rey,Hortaleza,40.468075630722,-3.650640945611,444842.368,4479914.394,CT_164_017
11115,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Pintor Brenes, 16",Pinar del Rey,Hortaleza,40.468075630722,-3.650640945611,444842.368,4479914.394,CT_164_017
11116,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Pintor Brenes, 16",Pinar del Rey,Hortaleza,40.468075630722,-3.650640945611,444842.368,4479914.394,CT_164_017
11117,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Pintor Antonio Saura, 15",Valdefuentes,Hortaleza,40.484177812393,-3.650188650368,444893.878,4481701.462,CS_166_008
11118,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Pintor Antonio Saura, 15",Valdefuentes,Hortaleza,40.484177812393,-3.650188650368,444893.878,4481701.462,CS_166_008
11119,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Haro, 2",Canillas,Hortaleza,40.464738603031,-3.650950066299,444813.431,4479544.176,CT_163_016
11120,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Haro, 2",Canillas,Hortaleza,40.464738603031,-3.650950066299,444813.431,4479544.176,CT_163_016
11121,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Haro, 2",Canillas,Hortaleza,40.464738603031,-3.650950066299,444813.431,4479544.176,CT_163_016
11122,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Santa Prisca, 3",Ventas,Ciudad Lineal,40.427093346089,-3.649320004155,444920.904,4475364.537,CL_151_043
11123,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Santa Prisca, 3",Ventas,Ciudad Lineal,40.427093346089,-3.649320004155,444920.904,4475364.537,CL_151_043
11124,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Santa Prisca, 3",Ventas,Ciudad Lineal,40.427093346089,-3.649320004155,444920.904,4475364.537,CL_151_043
11125,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Santa Felicidad, 41",Ventas,Ciudad Lineal,40.424072295043,-3.650701759398,444801.225,4475030.064,CL_151_122
11126,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Santa Felicidad, 41",Ventas,Ciudad Lineal,40.424072295043,-3.650701759398,444801.225,4475030.064,CL_151_122
11127,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Santa Felicidad, 41",Ventas,Ciudad Lineal,40.424072295043,-3.650701759398,444801.225,4475030.064,CL_151_122
11128,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Arroyo del Quinto, 14",Canillas,Hortaleza,40.467123676155,-3.649779820446,444914.592,4479808.189,CS_163_104
11129,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Arroyo del Quinto, 14",Canillas,Hortaleza,40.467123676155,-3.649779820446,444914.592,4479808.189,CS_163_104
11130,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle María Zambrano, 28",San Pascual,Ciudad Lineal,40.441964195487,-3.650335798558,444846.89,4477015.831,CL_155_007
11131,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle María Zambrano, 28",San Pascual,Ciudad Lineal,40.441964195487,-3.650335798558,444846.89,4477015.831,CL_155_007
11132,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle María Zambrano, 28",San Pascual,Ciudad Lineal,40.441964195487,-3.650335798558,444846.89,4477015.831,CL_155_007
11133,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Virgen del Castañar, 16",La Concepción,Ciudad Lineal,40.438657357396,-3.650235687462,444852.678,4476648.71,CS_154_019
11134,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Virgen del Castañar, 16",La Concepción,Ciudad Lineal,40.438657357396,-3.650235687462,444852.678,4476648.71,CS_154_019
11135,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle San Gumersindo, 23",Ventas,Ciudad Lineal,40.430362734138,-3.651859315287,444708.181,4475729.024,CS_151_058
11136,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle San Gumersindo, 23",Ventas,Ciudad Lineal,40.430362734138,-3.651859315287,444708.181,4475729.024,CS_151_058
11137,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Río Salado, 5",Portazgo,Puente de Vallecas,40.38616386404,-3.651134491328,444733.519,4470822.53,CT_135_016
11138,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Río Salado, 5",Portazgo,Puente de Vallecas,40.38616386404,-3.651134491328,444733.519,4470822.53,CT_135_016
11139,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Río Salado, 5",Portazgo,Puente de Vallecas,40.38616386404,-3.651134491328,444733.519,4470822.53,CT_135_016
11140,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Río Salado, 5",Portazgo,Puente de Vallecas,40.38616386404,-3.651134491328,444733.519,4470822.53,CT_135_016
11141,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Badajoz, 74",San Pascual,Ciudad Lineal,40.443562758628,-3.650729103927,444814.842,4477193.517,CS_155_015
11142,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Avenida Badajoz, 74",San Pascual,Ciudad Lineal,40.443562758628,-3.650729103927,444814.842,4477193.517,CS_155_015
11143,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Tánger, 8",Portazgo,Puente de Vallecas,40.385069493417,-3.648241455595,444978.183,4470699.252,CL_135_110
11144,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Tánger, 8",Portazgo,Puente de Vallecas,40.385069493417,-3.648241455595,444978.183,4470699.252,CL_135_110
11145,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Tánger, 8",Portazgo,Puente de Vallecas,40.385069493417,-3.648241455595,444978.183,4470699.252,CL_135_110
11146,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Tánger, 8",Portazgo,Puente de Vallecas,40.385069493417,-3.648241455595,444978.183,4470699.252,CL_135_110
11147,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Virgen del Carmen, 58",Pinar del Rey,Hortaleza,40.475147295825,-3.649651338464,444932.039,4480698.734,CS_164_002
11148,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Virgen del Carmen, 58",Pinar del Rey,Hortaleza,40.475147295825,-3.649651338464,444932.039,4480698.734,CS_164_002
11149,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Avenida Virgen del Carmen, 58",Pinar del Rey,Hortaleza,40.475147295825,-3.649651338464,444932.039,4480698.734,CS_164_002
11150,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle San Maximiliano, 62",Ventas,Ciudad Lineal,40.427011134342,-3.650701977137,444803.609,4475356.274,CL_151_075
11151,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle San Maximiliano, 62",Ventas,Ciudad Lineal,40.427011134342,-3.650701977137,444803.609,4475356.274,CL_151_075
11152,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle San Maximiliano, 62",Ventas,Ciudad Lineal,40.427011134342,-3.650701977137,444803.609,4475356.274,CL_151_075
11153,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Bahía de Algeciras, 4",Pinar del Rey,Hortaleza,40.473664329731,-3.650772263692,444835.809,4480534.824,CS_164_031
11154,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Bahía de Algeciras, 4",Pinar del Rey,Hortaleza,40.473664329731,-3.650772263692,444835.809,4480534.824,CS_164_031
11155,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Pegaso, 2",Canillas,Hortaleza,40.463078753594,-3.649206878401,444959.862,4479358.844,CL_163_071
11156,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Pegaso, 2",Canillas,Hortaleza,40.463078753594,-3.649206878401,444959.862,4479358.844,CL_163_071
11157,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Pegaso, 2",Canillas,Hortaleza,40.463078753594,-3.649206878401,444959.862,4479358.844,CL_163_071
11158,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Guadaira, 5",Portazgo,Puente de Vallecas,40.387198237612,-3.64994104533,444835.66,4470936.599,CT_135_013
11159,Restos,Restos,R 800 CT,Carga trasera,3,"Calle Guadaira, 5",Portazgo,Puente de Vallecas,40.387198237612,-3.64994104533,444835.66,4470936.599,CT_135_013
11160,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,3,"Calle Guadaira, 5",Portazgo,Puente de Vallecas,40.387198237612,-3.64994104533,444835.66,4470936.599,CT_135_013
11161,Orgánica,Organica,O 800 CT,Carga trasera,3,"Calle Guadaira, 5",Portazgo,Puente de Vallecas,40.387198237612,-3.64994104533,444835.66,4470936.599,CT_135_013
11162,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Leoneses, 15",Palomeras Sureste,Puente de Vallecas,40.381837317132,-3.647262817184,445058.623,4470339.876,CL_134_056
11163,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Leoneses, 15",Palomeras Sureste,Puente de Vallecas,40.381837317132,-3.647262817184,445058.623,4470339.876,CL_134_056
11164,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Leoneses, 15",Palomeras Sureste,Puente de Vallecas,40.381837317132,-3.647262817184,445058.623,4470339.876,CL_134_056
11165,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Torrecilla del Puerto, 6",San Juan Bautista,Ciudad Lineal,40.450813832248,-3.650107941853,444873.445,4477997.998,CS_156_021
11166,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Torrecilla del Puerto, 6",San Juan Bautista,Ciudad Lineal,40.450813832248,-3.650107941853,444873.445,4477997.998,CS_156_021
11167,Restos,Restos,R 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 102",Marroquina,Moratalaz,40.40965073685,-3.650282548266,444825.007,4473429.018,CL_143_059
11168,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 102",Marroquina,Moratalaz,40.40965073685,-3.650282548266,444825.007,4473429.018,CL_143_059
11169,Orgánica,Organica,O 2750 CL,Carga lateral,2,"Calle Camino de los Vinateros, 102",Marroquina,Moratalaz,40.40965073685,-3.650282548266,444825.007,4473429.018,CL_143_059
11170,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Benjamín Palencia, 15",Portazgo,Puente de Vallecas,40.394621258733,-3.649175800295,444906.661,4471760.069,CL_135_012
11171,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Benjamín Palencia, 15",Portazgo,Puente de Vallecas,40.394621258733,-3.649175800295,444906.661,4471760.069,CL_135_012
11172,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Benjamín Palencia, 15",Portazgo,Puente de Vallecas,40.394621258733,-3.649175800295,444906.661,4471760.069,CL_135_012
11173,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Avenida Marqués de Corbera, 55",Ventas,Ciudad Lineal,40.42644336942,-3.651179864398,444762.607,4475293.551,CS_151_020
11174,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Avenida Marqués de Corbera, 55",Ventas,Ciudad Lineal,40.42644336942,-3.651179864398,444762.607,4475293.551,CS_151_020
11175,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle López de Hoyos, 403",Pinar del Rey,Hortaleza,40.472715419159,-3.650108724666,444891.28,4480429.08,CS_164_105
11176,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle López de Hoyos, 403",Pinar del Rey,Hortaleza,40.472715419159,-3.650108724666,444891.28,4480429.08,CS_164_105
11177,Restos,Restos,R 800 CT,Carga trasera,2,"Calle Pintor Brenes, 2",Pinar del Rey,Hortaleza,40.467689932224,-3.651456128713,444772.945,4479872.091,CT_164_018
11178,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,2,"Calle Pintor Brenes, 2",Pinar del Rey,Hortaleza,40.467689932224,-3.651456128713,444772.945,4479872.091,CT_164_018
11179,Orgánica,Organica,O 800 CT,Carga trasera,2,"Calle Pintor Brenes, 2",Pinar del Rey,Hortaleza,40.467689932224,-3.651456128713,444772.945,4479872.091,CT_164_018
11180,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Marroquina, 26",Marroquina,Moratalaz,40.407565200991,-3.648964304497,444935.158,4473196.703,CS_143_044
11181,Vidrio,Vidrio,V 3100 CS VACRI,Carga superior,2,"Calle Marroquina, 26",Marroquina,Moratalaz,40.407565200991,-3.648964304497,444935.158,4473196.703,CS_143_044
11182,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,2,"Calle Corregidor José de Pasamonte, 3",Marroquina,Moratalaz,40.410088655636,-3.649446399473,444896.31,4473477.105,CS_143_031
11183,Vidrio,Vidrio,V 3100 CS,Carga superior,2,"Calle Corregidor José de Pasamonte, 3",Marroquina,Moratalaz,40.410088655636,-3.649446399473,444896.31,4473477.105,CS_143_031
11184,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,3,"Avenida Palomeras, 150",Portazgo,Puente de Vallecas,40.386004081867,-3.649061862496,444909.309,4470803.501,CS_135_044
11185,Vidrio,Vidrio,V 3100 CS,Carga superior,3,"Avenida Palomeras, 150",Portazgo,Puente de Vallecas,40.386004081867,-3.649061862496,444909.309,4470803.501,CS_135_044
11186,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Sierra Salvada, 19",Portazgo,Puente de Vallecas,40.389176857058,-3.650688392521,444773.844,4471156.69,CL_135_076
11187,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Sierra Salvada, 19",Portazgo,Puente de Vallecas,40.389176857058,-3.650688392521,444773.844,4471156.69,CL_135_076
11188,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Sierra Salvada, 19",Portazgo,Puente de Vallecas,40.389176857058,-3.650688392521,444773.844,4471156.69,CL_135_076
